日期,阳性感染者,确诊病例,无症状感染者,轻型,普通型,重型,危重型,死亡,治愈出院,解除医学观察,尚在医学观察,本土阳性感染者,本土确诊病例,本土无症状感染者,从闭环隔离中发现的阳性感染者,从风险人群中发现的阳性感染者,从无症状感染者转归确诊的病例,从闭环隔离中发现的本土病例,从风险人群中发现的本土病例,从闭环隔离中发现的无症状感染者,从风险人群中发现的无症状感染者,本土病例出院,本土解除医学观察,本土死亡病例,本土尚在医学观察,境外输入阳性感染者,境外输入病例,境外输入无症状感染者,境外输入病例出院,境外输入解除医学观察,境外输入死亡,境外输入尚在医学观察,当前重症病例,当前危重症病例,当前在院治疗,当前本土在院治疗,当前境外输入在院治疗,累计本土阳性感染者,累计本土确诊,累计治愈出院,累计本土死亡,累计境外输入确诊病例,累计境外输入治愈出院,浦东新区_阳性,徐汇区_阳性,闵行区_阳性,黄浦区_阳性,嘉定区_阳性,松江区_阳性,虹口区_阳性,长宁区_阳性,青浦区_阳性,静安区_阳性,宝山区_阳性,杨浦区_阳性,普陀区_阳性,崇明区_阳性,金山区_阳性,奉贤区_阳性,浦东新区_阳性_来自闭环隔离,徐汇区_阳性_来自闭环隔离,闵行区_阳性_来自闭环隔离,黄浦区_阳性_来自闭环隔离,嘉定区_阳性_来自闭环隔离,松江区_阳性_来自闭环隔离,虹口区_阳性_来自闭环隔离,长宁区_阳性_来自闭环隔离,青浦区_阳性_来自闭环隔离,静安区_阳性_来自闭环隔离,宝山区_阳性_来自闭环隔离,杨浦区_阳性_来自闭环隔离,普陀区_阳性_来自闭环隔离,崇明区_阳性_来自闭环隔离,金山区_阳性_来自闭环隔离,奉贤区_阳性_来自闭环隔离,浦东新区_阳性_来自风险人群,徐汇区_阳性_来自风险人群,闵行区_阳性_来自风险人群,黄浦区_阳性_来自风险人群,嘉定区_阳性_来自风险人群,松江区_阳性_来自风险人群,虹口区_阳性_来自风险人群,长宁区_阳性_来自风险人群,青浦区_阳性_来自风险人群,静安区_阳性_来自风险人群,宝山区_阳性_来自风险人群,杨浦区_阳性_来自风险人群,普陀区_阳性_来自风险人群,崇明区_阳性_来自风险人群,金山区_阳性_来自风险人群,奉贤区_阳性_来自风险人群,浦东新区_确诊,徐汇区_确诊,闵行区_确诊,黄浦区_确诊,嘉定区_确诊,松江区_确诊,虹口区_确诊,长宁区_确诊,青浦区_确诊,静安区_确诊,宝山区_确诊,杨浦区_确诊,普陀区_确诊,崇明区_确诊,金山区_确诊,奉贤区_确诊,浦东新区_确诊_来自闭环隔离,徐汇区_确诊_来自闭环隔离,闵行区_确诊_来自闭环隔离,黄浦区_确诊_来自闭环隔离,嘉定区_确诊_来自闭环隔离,松江区_确诊_来自闭环隔离,虹口区_确诊_来自闭环隔离,长宁区_确诊_来自闭环隔离,青浦区_确诊_来自闭环隔离,静安区_确诊_来自闭环隔离,宝山区_确诊_来自闭环隔离,杨浦区_确诊_来自闭环隔离,普陀区_确诊_来自闭环隔离,崇明区_确诊_来自闭环隔离,金山区_确诊_来自闭环隔离,奉贤区_确诊_来自闭环隔离,浦东新区_确诊_来自无症状感染者,徐汇区_确诊_来自无症状感染者,闵行区_确诊_来自无症状感染者,黄浦区_确诊_来自无症状感染者,嘉定区_确诊_来自无症状感染者,松江区_确诊_来自无症状感染者,虹口区_确诊_来自无症状感染者,长宁区_确诊_来自无症状感染者,青浦区_确诊_来自无症状感染者,静安区_确诊_来自无症状感染者,宝山区_确诊_来自无症状感染者,杨浦区_确诊_来自无症状感染者,普陀区_确诊_来自无症状感染者,崇明区_确诊_来自无症状感染者,金山区_确诊_来自无症状感染者,奉贤区_确诊_来自无症状感染者,浦东新区_确诊_来自风险人群,徐汇区_确诊_来自风险人群,闵行区_确诊_来自风险人群,黄浦区_确诊_来自风险人群,嘉定区_确诊_来自风险人群,松江区_确诊_来自风险人群,虹口区_确诊_来自风险人群,长宁区_确诊_来自风险人群,青浦区_确诊_来自风险人群,静安区_确诊_来自风险人群,宝山区_确诊_来自风险人群,杨浦区_确诊_来自风险人群,普陀区_确诊_来自风险人群,崇明区_确诊_来自风险人群,金山区_确诊_来自风险人群,奉贤区_确诊_来自风险人群,浦东新区_无症状,徐汇区_无症状,闵行区_无症状,黄浦区_无症状,嘉定区_无症状,松江区_无症状,虹口区_无症状,长宁区_无症状,青浦区_无症状,静安区_无症状,宝山区_无症状,杨浦区_无症状,普陀区_无症状,崇明区_无症状,金山区_无症状,奉贤区_无症状,浦东新区_无症状_来自闭环隔离,徐汇区_无症状_来自闭环隔离,闵行区_无症状_来自闭环隔离,黄浦区_无症状_来自闭环隔离,嘉定区_无症状_来自闭环隔离,松江区_无症状_来自闭环隔离,虹口区_无症状_来自闭环隔离,长宁区_无症状_来自闭环隔离,青浦区_无症状_来自闭环隔离,静安区_无症状_来自闭环隔离,宝山区_无症状_来自闭环隔离,杨浦区_无症状_来自闭环隔离,普陀区_无症状_来自闭环隔离,崇明区_无症状_来自闭环隔离,金山区_无症状_来自闭环隔离,奉贤区_无症状_来自闭环隔离,浦东新区_无症状_来自风险人群,徐汇区_无症状_来自风险人群,闵行区_无症状_来自风险人群,黄浦区_无症状_来自风险人群,嘉定区_无症状_来自风险人群,松江区_无症状_来自风险人群,虹口区_无症状_来自风险人群,长宁区_无症状_来自风险人群,青浦区_无症状_来自风险人群,静安区_无症状_来自风险人群,宝山区_无症状_来自风险人群,杨浦区_无症状_来自风险人群,普陀区_无症状_来自风险人群,崇明区_无症状_来自风险人群,金山区_无症状_来自风险人群,奉贤区_无症状_来自风险人群,来源
2022-02-13,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,186,2,184,0,392,383,7,3502,3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220214/9ed98b5f593e4dbd98ba52bf9bca5e38.html
2022-02-12,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,0,0,0,196,2,194,0,392,383,7,3494,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220213/a4826463bee5402abbda98b7b75e91bf.html
2022-02-11,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,0,0,0,0,0,198,2,196,0,392,383,7,3485,3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220212/4485b6cca2b9483cb1f09f449e4250b7.html
2022-02-10,0,0,0,0,0,0,0,0,29,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,29,0,0,0,0,0,200,2,198,0,392,383,7,3478,3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220211/4a6435ad8e874687b2979782cc9e4a9a.html
2022-02-09,0,0,0,0,0,0,0,0,21,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,21,0,0,0,0,0,217,2,215,0,392,383,7,3466,3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220210/82934f099e3f4797bb55bdd7cf6dbcdd.html
2022-02-08,0,0,0,0,0,0,0,0,14,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,14,1,0,0,0,0,230,2,228,0,392,383,7,3458,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220209/9ae7d3b375904d818003e7665abc0bd0.html
2022-02-07,0,0,0,0,0,0,0,0,14,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,14,0,0,1,0,0,235,2,233,0,392,383,7,3449,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220208/6a0a8a4aab7047f78a489ce003c402b2.html
2022-02-06,0,0,0,0,0,0,0,0,16,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,16,0,0,1,0,0,234,2,232,0,392,383,7,3434,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220207/4852ce2f752d46c2a70e4d0b4d711bce.html
2022-02-05,0,0,0,0,0,0,0,0,21,2,10,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,21,1,0,1,0,0,242,2,240,0,392,383,7,3426,3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220206/5d0d13221d8f426f8bf77c26ffb2e837.html
2022-02-04,0,0,0,0,0,0,0,0,16,2,12,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,16,0,0,2,0,0,251,2,249,0,392,383,7,3414,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220205/e72bfd3cd000440e8ca1da5167760a4c.html
2022-02-03,0,0,0,0,0,0,0,0,10,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,1,0,2,0,0,260,2,258,0,392,383,7,3407,3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220204/493a4cc7e59b46679bade7a25883607f.html
2022-02-02,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,3,0,0,263,2,261,0,392,383,7,3400,3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220203/eec602eea8554d7d94536b7819609d8b.html
2022-02-01,0,0,0,0,0,0,0,0,38,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,38,0,0,3,0,0,265,2,263,0,392,383,7,3391,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220202/29c270babc624be1938ec359c3119f95.html
2022-01-31,0,0,0,0,0,0,0,0,25,3,16,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,25,1,0,3,0,0,285,2,283,0,392,383,7,3373,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220201/1ffe296777dc44e6afcef3115d5af5b6.html
2022-01-30,0,0,0,0,0,0,0,0,23,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,23,0,0,4,0,0,292,2,290,0,392,383,7,3355,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220131/121bb83f474b48c99b18fe7b6893d8b3.html
2022-01-29,0,0,0,0,0,0,0,0,30,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,30,0,0,4,0,0,305,2,303,0,392,383,7,3345,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220130/19ec1975957b42d7847cd486a19ef18b.html
2022-01-28,0,0,0,0,0,0,0,0,29,1,19,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,29,0,0,4,0,0,325,2,323,0,392,383,7,3335,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220129/9796136b9c3f4b8b93c6812ac9a2f01e.html
2022-01-27,0,0,0,0,0,0,0,0,28,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,28,0,0,4,0,0,344,2,342,0,392,383,7,3325,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220128/ea2b486a09924fe5a72283335a5c9862.html
2022-01-26,1,1,0,0,0,0,0,0,36,1,21,1,1,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,36,0,0,4,0,0,365,2,363,0,392,383,7,3318,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220127/0b0dbbd87bf944e293cc21352e1bc159.html
2022-01-25,1,0,1,0,0,0,0,0,21,1,22,1,0,1,0,0,0,0,0,0,0,1,1,0,18,0,0,0,20,0,0,4,0,0,380,1,379,0,391,383,7,3298,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220126/d420b6a44da84a289bd6bf5a0f66eb94.html
2022-01-24,1,1,0,0,0,0,0,0,13,2,23,1,1,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,13,1,0,4,0,0,391,2,389,0,391,382,7,3288,2899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220125/6d0936ed959e428e856c4cf8b597a83c.html
2022-01-23,0,0,0,0,0,0,0,0,45,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,44,0,0,5,0,0,393,1,392,0,390,382,7,3278,2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220124/d9ff6b1e81c14c75a71dbc62be1eac92.html
2022-01-22,0,0,0,0,0,0,0,0,38,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,38,0,0,5,0,0,416,2,414,0,390,381,7,3256,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220123/5161d4a93a1041e182ea2bcc9b94303f.html
2022-01-21,0,0,0,0,0,0,0,0,29,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,29,0,0,5,0,0,441,2,439,0,390,381,7,3243,2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wsjkw.sh.gov.cn/xwfb/20220122/cd3a1f93927a45fea63e8692e3351be5.html
